Isim,Soyisim,Yetenekler,Egitim,Deneyim,Email,Telefon,LinkedIn,Github,DogumTarihi,Adres
Ulutay,Yaman,"HTML, Flask, C#, MongoDB, MongoDB",Şensoy Şti. Üniversitesi - Eleştirmen (2015-2024),Anadolu Efes - Kaplamacı (2020-2025),aslansirap@hotmail.com,0292-017 3542,https://linkedin.com/in/ulutayyaman,https://github.com/ulutayyaman,1997-02-09,"USNS Şensoy, FPO AE 20577"
Sejda,Sezer,"ASP.NET, Flask, Flutter, Kubernetes",Akça Akdeniz Ltd. Üniversitesi - Güzellik uzmanı (2021-2024),Anadolu Efes - Sosyal hizmet uzmanı (2023-2024),larsoy@sezgin.com,+90 (799) 8429528,https://linkedin.com/in/sejdasezer,https://github.com/sejdasezer,1996-08-30,"6938 Tutkucan Light Apt. 172, Çetinfurt, KY 57728"
Işıkay,Yorulmaz,"MongoDB, Linux, Docker, C#",İnönü Güçlü Ltd. Üniversitesi - Doğalgazcı (2022-2023),Zorlu Şti. - Kemancı (2018-2024),dtevetoglu@yahoo.com,0150 225 80 39,https://linkedin.com/in/işıkayyorulmaz,https://github.com/işıkayyorulmaz,1993-05-12,"347 Mucahit Ford Suite 834, West Erikmouth, MN 84180"
Kefser,Gülen,"React, CSS, MongoDB, C#, MongoDB, HTML",Akça Şti. Üniversitesi - Şoför (2021-2024),Türk Hava Yolları - Aktar (2019-2024),seyyide01@ocalan.com,+90(700)939-1307x113,https://linkedin.com/in/kefsergülen,https://github.com/kefsergülen,1997-05-07,"775 Mansız Vista Suite 598, Port Evdemouth, RI 62473"
Nasuf,Kısakürek,"Java, Django, Next.js",Türk A.Ş. Üniversitesi - Binicilik (2017-2025),Opet - Korsan (2023-2025),neptunulker@soylu.com,+90 (230) 8789899,https://linkedin.com/in/nasufkısakürek,https://github.com/nasufkısakürek,1989-03-03,"163 Yorulmaz Forge, New Gülgüzeltown, TN 02970"
Nazende,Akgündüz,"Node.js, HTML, React, CSS",Masomo Üniversitesi - Vali (2018-2024),Çetin Şti. - Komiser (2023-2024),gcetin@bilge.net,514 6 848,https://linkedin.com/in/nazendeakgündüz,https://github.com/nazendeakgündüz,1993-05-14,"4426 Karadeniz Springs Suite 418, South Haliyefort, HI 67224"
Mücevher,Yorulmaz,"React, C#, Azure, Azure, CSS",Mansız Şti. Üniversitesi - Borsacı (2022-2024),Ülker Alemdar Şti. - Proktolog (2019-2024),ideyuksel@sisecam.com,0489 822 08 23,https://linkedin.com/in/mücevheryorulmaz,https://github.com/mücevheryorulmaz,2003-07-23,"Unit 9300 Box 0435, DPO AE 72686"
Azize,Yorulmaz,"HTML, JavaScript, Django, Flutter",Akgündüz Ltd. Üniversitesi - Silahçı (2015-2023),Korutürk Ltd. - Ambalajcı (2020-2023),gulensazime@yaman.com,+90(970)232-3480x189,https://linkedin.com/in/azizeyorulmaz,https://github.com/azizeyorulmaz,1995-03-26,"557 Öcalan Fields Apt. 039, Durduburgh, MT 58431"
Semender,Arslan,"Python, C#, Next.js, JavaScript, Git, ASP.NET",Dumanlı Şti. Üniversitesi - Editör (2015-2024),Çetin Karadeniz Ltd. - Lokomotifçi (2018-2024),ulkegulen@bilgin.info,+90(214)1624469,https://linkedin.com/in/semenderarslan,https://github.com/semenderarslan,1988-03-11,"91447 Arslan Lights Suite 449, Eraslanshire, WV 78890"
Us,Yüksel,"MongoDB, Java, Flutter, MongoDB",Şener A.Ş. Üniversitesi - Konveyör operatörü (2022-2023),Şener Seven A.Ş. - Teknisyen (2019-2024),alemdarseyithan@hancer.com,368 5 605,https://linkedin.com/in/usyüksel,https://github.com/usyüksel,1997-05-12,"3854 Ayülker Course, Şekimchester, SC 52498"
Vaysal,Öcalan,"CSS, CSS, Flutter",Sezer Şti. Üniversitesi - Editör (2020-2024),Aslan Ertaş Ltd. - Araba yıkayıcısı (2021-2024),ncetin@oyak.com,+90(755)8493119,https://linkedin.com/in/vaysalöcalan,https://github.com/vaysalöcalan,1991-12-10,"09467 Şener Trafficway Suite 476, Lake Törel, MT 18326"
Aytuna,Durdu,"Docker, React, Next.js, HTML, Django",Karadeniz Demir Ltd. Üniversitesi - Arabacı (2022-2023),Akdeniz Çetin Ltd. - Armatör (2018-2023),semender74@hotmail.com,+90(061)808-7450x149,https://linkedin.com/in/aytunadurdu,https://github.com/aytunadurdu,1991-08-31,"90047 Fırat Vista Suite 750, Sezenbury, OH 83605"
Şahat,Öcalan,"Azure, SQL, Java, Django, ASP.NET, Flutter",Bilir Çetin Şti. Üniversitesi - Hukukçu (2016-2024),Şama Gül Ltd. - Kaloriferci (2023-2023),hayrioglunevsale@tevetoglu.com,+90(673)023-1417x742,https://linkedin.com/in/şahatöcalan,https://github.com/şahatöcalan,2004-10-18,"5678 Akça Mews, Port Serhatmehmet, DC 93915"
Kutgün,Akgündüz,"React, JavaScript, Git, C#, JavaScript, MongoDB",Şişecam Üniversitesi - Aşçıbaşı (2019-2025),Türk Arsoy A.Ş. - Proktolog (2022-2023),aktemur01@durdu.com,+90(513)425-6556x9934,https://linkedin.com/in/kutgünakgündüz,https://github.com/kutgünakgündüz,1999-12-05,"04900 Tangül Ports Suite 292, Demirtown, AZ 17248"
İlkim,Durmuş,"C#, Java, MongoDB, Flutter",Şafak Alemdar Ltd. Üniversitesi - Özel şoför (2022-2023),Manço Dumanlı Ltd. - Kahveci (2021-2024),vyaman@hotmail.com,05918211628,https://linkedin.com/in/i̇lkimdurmuş,https://github.com/i̇lkimdurmuş,1986-06-14,"PSC 6031, Box 9005, APO AP 03603"
Özbay,Manço,"Flask, Java, Python, Django, SQL",Aksu Şti. Üniversitesi - Fizikçi (2019-2023),Şişecam - Pandomimci (2020-2024),rifkiyeakcay@hotmail.com,+90 (114) 4089508,https://linkedin.com/in/özbaymanço,https://github.com/özbaymanço,2004-01-06,"59869 Aliabbas Crossing, Sadiyefurt, VT 55959"
Yolal,Bilgin,"Flutter, Flask, Azure, ASP.NET, SQL, SQL",Dumanlı Çetin Şti. Üniversitesi - Etimolog (2020-2025),Ertaş Sezgin Ltd. - Tekniker (2018-2024),yamantanyolac@yahoo.com,+90(415)129-7702x8015,https://linkedin.com/in/yolalbilgin,https://github.com/yolalbilgin,1997-07-20,"6469 Yıldırım Club Suite 862, Lake Güldam, AL 17657"
Doğanalp,Seven,"Node.js, ASP.NET, Flutter",ŞOK Marketler Üniversitesi - Şifre çözümleyici (2016-2024),Kısakürek Şama A.Ş. - Eleştirmen (2022-2025),nevgin38@peak.com,+90(968)288-0999x476,https://linkedin.com/in/doğanalpseven,https://github.com/doğanalpseven,1995-10-08,"75826 Kanak Forest Apt. 203, South Rohatborough, NY 49923"
Selcen,Erdoğan,"Docker, Git, ASP.NET, Flask, Git, Flutter",LC Waikiki Üniversitesi - Oto lastik tamircisi (2022-2024),Çorlu Ltd. - Karoserci (2022-2025),denizyorulmaz@yahoo.com,+90 (116) 4608178,https://linkedin.com/in/selcenerdoğan,https://github.com/selcenerdoğan,1989-07-01,"9290 Hançer Neck, East Sevim, UT 42987"
Aydınbey,Durmuş,"ASP.NET, Docker, Node.js, JavaScript, Git",Roketsan Üniversitesi - Orman mühendisi (2019-2024),Ford Otosan - Motor tamircisi (2023-2024),zenginramadan@hotmail.com,+90(078)5965730,https://linkedin.com/in/aydınbeydurmuş,https://github.com/aydınbeydurmuş,2000-03-07,"31992 Şafak Shore, Şenerfort, DE 33264"
Rasul,Durmuş,"Docker, Docker, SQL",A101 Yeni Mağzacılık Üniversitesi - Matbaacı (2022-2025),İhsanoğlu Şti. - Uçuş teknisyeni (2020-2023),seneribrahim@gmail.com,+90(700)470-4492x003,https://linkedin.com/in/rasuldurmuş,https://github.com/rasuldurmuş,1988-11-22,"83690 Beyda Drive Apt. 482, North Dorukhanmouth, VT 41534"
Özçam,Arslan,"Django, Node.js, Git, Flutter, C#",LC Waikiki Üniversitesi - Yorgancı (2019-2024),Aselsan - Muhtar (2023-2024),gzorlu@hotmail.com,+90(577)848-6394x626,https://linkedin.com/in/özçamarslan,https://github.com/özçamarslan,1993-06-21,"USNV Şener, FPO AE 06678"
Feyha,Şensoy,"Python, Next.js, SQL, Kubernetes, Next.js, Azure",Bilir Ltd. Üniversitesi - Nalbur (2016-2024),Aselsan - Teşrifatçı (2022-2024),hsakarya@aslan.com,0761-235 3773,https://linkedin.com/in/feyhaşensoy,https://github.com/feyhaşensoy,1996-03-26,"USS Bilge, FPO AA 10630"
Ercihan,Akçay,"Docker, HTML, Next.js",Ford Otosan Üniversitesi - Makine zabiti (2017-2024),Hançer Ergül A.Ş. - Astrofizikçi (2018-2025),zsezgin@gmail.com,+90(846)3271589,https://linkedin.com/in/ercihanakçay,https://github.com/ercihanakçay,2004-07-05,"PSC 8348, Box 6804, APO AE 22072"
Seblâ,Zengin,"HTML, CSS, CSS",ŞOK Marketler Üniversitesi - Karoserci (2016-2024),Arçelik - Veteriner sağlık teknisyeni (2020-2023),karadenizisra@turkcell.biz,(656)403 7457,https://linkedin.com/in/seblâzengin,https://github.com/seblâzengin,2003-10-29,"147 Sabih Viaduct, Zenginville, DC 87818"
Süheyda,Tarhan,"React, Docker, Docker, Java, JavaScript, MongoDB",Ford Otosan Üniversitesi - Film yapımcısı (2015-2024),Manço İnönü Ltd. - Maketçi (2021-2024),pkaradeniz@aselsan.com,04089683759,https://linkedin.com/in/süheydatarhan,https://github.com/süheydatarhan,1990-10-22,"Unit 8568 Box 3582, DPO AP 58469"
Baykan,Sezer,"HTML, HTML, Node.js, Linux, SQL, Java",Petrol Ofisi Üniversitesi - Opera sanatçısı (2019-2023),Öcalan Fırat Ltd. - Montajcı (2023-2025),sermaocalan@akgunduz.com,234 0 723,https://linkedin.com/in/baykansezer,https://github.com/baykansezer,1987-04-05,"027 Akgündüz Inlet Apt. 410, Özpetekchester, NC 37691"
Kutun,Duran,"JavaScript, MongoDB, Docker",Alemdar Şti. Üniversitesi - Çöp işçisi (2018-2024),Manço A.Ş. - Peyzaj mimarı (2018-2023),maksur63@petkim.com,+90(512)075-5459x8947,https://linkedin.com/in/kutunduran,https://github.com/kutunduran,2001-04-28,"67923 Sezer Lights Apt. 509, Payehaven, MS 96573"
Kotuz,Öcalan,"C#, CSS, JavaScript",Gül Güçlü A.Ş. Üniversitesi - Kuşbilimci (2017-2025),Sezer Akdeniz Ltd. - Ağ yöneticisi (2023-2024),deryanur81@bilgin.info,+90(153)897-2639x5866,https://linkedin.com/in/kotuzöcalan,https://github.com/kotuzöcalan,2002-04-12,"9173 Güçlü Wells Apt. 414, Baliberg, DE 35422"
Sanur,Akçay,"Flask, Flutter, MongoDB",Petrol Ofisi Üniversitesi - Sistem mühendisi (2020-2025),Öcalan Eraslan A.Ş. - Koruma görevlisi (2023-2024),gtevetoglu@yahoo.com,+90 (411) 5629055,https://linkedin.com/in/sanurakçay,https://github.com/sanurakçay,2002-07-18,"342 Korugan Neck Suite 982, Dirlikview, NM 25042"
Hunalp,İhsanoğlu,"JavaScript, ASP.NET, Docker, ASP.NET",Bilge Soylu Ltd. Üniversitesi - Başçavuş (2018-2024),Durdu Ltd. - Sunucu (2021-2024),ayyarukarsoy@yahoo.com,+90(334)9463610,https://linkedin.com/in/hunalpi̇hsanoğlu,https://github.com/hunalpi̇hsanoğlu,1997-03-29,"Unit 1463 Box 5306, DPO AP 13974"
Seblâ,Seven,"Next.js, Flask, Docker, C#, JavaScript",Arslan Şti. Üniversitesi - Anestezi uzmanı (2021-2023),Sezer A.Ş. - Adli tabip (2019-2023),arsoyvildane@yahoo.com,+90 (812) 0215765,https://linkedin.com/in/seblâseven,https://github.com/seblâseven,1993-08-01,"50484 Yahşikan Mountain Apt. 695, Port Uluman, SC 75426"
Azade,Fırat,"Flask, Flutter, Java",Aslan Ltd. Üniversitesi - Başrahip (2017-2025),Akdeniz Şti. - Laborant (2020-2024),duranokguclu@durdu.com,04929978183,https://linkedin.com/in/azadefırat,https://github.com/azadefırat,1997-12-26,"187 Durmuş Shores Apt. 188, Akdenizview, ND 61074"
Rasul,Durmuş,"Python, Linux, Linux, Java, MongoDB, Java",Akça Çamurcuoğlu Şti. Üniversitesi - Makastar (2019-2024),A101 Yeni Mağzacılık - Antropolog (2023-2024),cenan77@guclu.com,+90 (942) 5877155,https://linkedin.com/in/rasuldurmuş,https://github.com/rasuldurmuş,2002-07-21,"08270 Mücevher Square, Gülgenside, TN 17927"
Günver,Dumanlı,"HTML, Azure, ASP.NET, Azure",Seven Alemdar A.Ş. Üniversitesi - Sansürcü (2018-2025),LC Waikiki - Kamyoncu (2021-2025),jergul@akca.com,+90(010)4808378,https://linkedin.com/in/günverdumanlı,https://github.com/günverdumanlı,1997-03-16,"547 Durmuş Locks, Piranhaven, MT 35481"
Ayhan,Erdoğan,"Linux, Flask, Next.js, C#",Aselsan Üniversitesi - Fizyoterapist (2022-2023),Yaman Erdoğan A.Ş. - Jimnastikçi (2022-2024),qaslan@hotmail.com,06622885272,https://linkedin.com/in/ayhanerdoğan,https://github.com/ayhanerdoğan,1988-09-06,"416 Aslan Passage, Akçaymouth, WI 66142"
Akgüneş,Akdeniz,"CSS, Linux, Azure",Demir Şama Şti. Üniversitesi - Müezzin (2016-2024),Öcalan A.Ş. - Göz doktoru (2018-2024),sahnuraygul@akdeniz.com,0924 895 65 60,https://linkedin.com/in/akgüneşakdeniz,https://github.com/akgüneşakdeniz,1991-07-09,"797 Akçay Cliffs, Port Sözer, LA 68566"
Dinçsü,Arslan,"Python, Django, Python",Kısakürek Şti. Üniversitesi - Değirmen işçisi (2016-2025),BİM - Lokomotifçi (2021-2023),uakdeniz@aselsan.com,+90(758)188-2818x333,https://linkedin.com/in/dinçsüarslan,https://github.com/dinçsüarslan,1993-09-21,"82909 Ergül Landing Apt. 150, Hevashire, AZ 73029"
Muarra,Akar,"Node.js, React, Next.js, Git",İnönü Ltd. Üniversitesi - Film yönetmeni (2022-2023),Tevetoğlu Manço A.Ş. - Fermantasyon işçisi (2022-2023),gulayaydin@zengin.com,08654671303,https://linkedin.com/in/muarraakar,https://github.com/muarraakar,2000-08-29,"582 Taygan Overpass, Hekmethaven, OR 40721"
Alpsü,Alemdar,"Git, Flask, JavaScript, React, Azure, Kubernetes",Dumanlı Yıldırım A.Ş. Üniversitesi - Araştırmacı (2015-2025),Seven Mansız A.Ş. - Silahçı (2020-2024),koruturknevsal@gmail.com,+90(197)1141094,https://linkedin.com/in/alpsüalemdar,https://github.com/alpsüalemdar,1992-04-23,"833 Güçlü Ports, Lake Sevim, DC 23594"
Hafıza,Akça,"C#, ASP.NET, SQL, ASP.NET, Node.js",Kısakürek Yaman A.Ş. Üniversitesi - Müfettiş (2022-2024),Tevetoğlu Aslan A.Ş. - Stenograf (2021-2025),siylihaninonu@ihsanoglu.com,+90(484)8913391,https://linkedin.com/in/hafızaakça,https://github.com/hafızaakça,1990-02-08,"6587 Erdoğan Canyon Apt. 828, Toğanhaven, ND 79115"
Alize,Akçay,"Git, C#, React, MongoDB, SQL",Turkcell Üniversitesi - Doğalgazcı (2015-2024),Manço Sezer A.Ş. - Kaynakçı (2019-2024),susencamurcuoglu@kisakurek.com,+90 (809) 1900252,https://linkedin.com/in/alizeakçay,https://github.com/alizeakçay,1996-11-23,"325 Zahid Drive, Akarchester, OK 95749"
Emrullah,Akçay,"Azure, Java, Flutter",Yüksel Ltd. Üniversitesi - Yeminli tercüman (2018-2025),Erdoğan A.Ş. - Eczacı (2023-2023),dumanlisayin@gmail.com,0272 171 96 16,https://linkedin.com/in/emrullahakçay,https://github.com/emrullahakçay,2001-03-14,"25142 Soylu Viaduct Apt. 326, East Hidirfurt, VT 12589"
Güneri,Seven,"Git, Next.js, ASP.NET, Java, CSS",Bilgin Şti. Üniversitesi - Masöz (2021-2024),Petkim - Psikolojik danışmanlık ve rehberlik (2019-2025),dakca@hotmail.com,0495-042 1436,https://linkedin.com/in/güneriseven,https://github.com/güneriseven,1990-12-01,"Unit 5799 Box 2470, DPO AE 16930"
Ergül,Mansız,"Flutter, Kubernetes, Next.js, Flask",Korutürk Aksu Ltd. Üniversitesi - Sansürcü (2019-2025),Ertaş Arslan Şti. - Bakırcı (2019-2025),ihsanoglusencar@gmail.com,+90(798)198-9184x156,https://linkedin.com/in/ergülmansız,https://github.com/ergülmansız,2000-12-09,"8323 Gökten Court Suite 813, Arslanshire, NV 29314"
Işıkay,Manço,"Linux, JavaScript, SQL, SQL, Django",Petkim Üniversitesi - Tornacı (2015-2024),Sezer Ltd. - Sicil memuru (2022-2024),alaeddinsener@yahoo.com,+90(269)0543920,https://linkedin.com/in/işıkaymanço,https://github.com/işıkaymanço,1992-01-13,"13815 Akgündüz Mountains Suite 428, East Öztekhaven, WV 96801"
İsak,Yıldırım,"HTML, Next.js, C#, Django",Türk Yıldırım Ltd. Üniversitesi - Komiser yardımcısı (2015-2024),Anadolu Efes - Jeomorfolog (2018-2024),samamuferrih@ulker.biz,0730-796 8779,https://linkedin.com/in/i̇sakyıldırım,https://github.com/i̇sakyıldırım,2001-04-20,"34995 Yaman Burgs Apt. 956, Vildaneshire, ME 25274"
Hudavent,Karadeniz,"Next.js, Docker, C#",Toyota Otomotiv Üniversitesi - Yazı işleri müdürü (2016-2024),Tofaş - Mübaşir (2019-2024),koruturkkerime@gmail.com,730 4 838,https://linkedin.com/in/hudaventkaradeniz,https://github.com/hudaventkaradeniz,1985-01-09,"84810 Şafak Green Apt. 639, West Gökçilstad, WI 73779"
Aşir,Dumanlı,"C#, C#, HTML, Git, SQL, Azure",Manço Şafak Ltd. Üniversitesi - Tellal (2021-2025),Roketsan - Masör (2023-2025),monis71@hotmail.com,0016 030 64 69,https://linkedin.com/in/aşirdumanlı,https://github.com/aşirdumanlı,1987-10-21,"69361 Türk Loop Apt. 702, East Ledün, MN 28337"
Özger,Duran,"Linux, Django, Next.js, Git",Türk Hava Yolları Üniversitesi - Yardımcı hizmetli (2019-2023),İhsanoğlu Bilge Şti. - Çikolatacı (2018-2023),nafii27@hayrioglu.com,0193 887 06 99,https://linkedin.com/in/özgerduran,https://github.com/özgerduran,1986-07-15,"88975 Bilgin Fall, Ensarifurt, RI 52305"
Günar,Hayrioğlu,"Django, C#, Git, HTML",Arsoy A.Ş. Üniversitesi - Ambalajcı (2019-2023),Güçlü Şti. - Tellal (2020-2024),hbilgin@yahoo.com,+90(286)4408408,https://linkedin.com/in/günarhayrioğlu,https://github.com/günarhayrioğlu,1987-05-22,"05995 Gül Parkway Apt. 440, Lake Öngen, NY 79759"
Seracettin,Manço,"Flask, Python, JavaScript",Durmuş Yüksel Ltd. Üniversitesi - Bütçe uzmanı (2017-2024),Durmuş Akar Şti. - Matematikçi (2019-2023),siperihsanoglu@petkim.net,0636 288 74 03,https://linkedin.com/in/seracettinmanço,https://github.com/seracettinmanço,2003-02-18,"3936 Remazan Squares Apt. 421, East Ginyashaven, ND 17403"
Sami,Manço,"Docker, Flutter, Kubernetes, CSS, Next.js",Durdu Ltd. Üniversitesi - Kamyoncu (2018-2025),Vestel - Sistem yöneticisi (2021-2024),serol72@yahoo.com,+90(143)627-8526x645,https://linkedin.com/in/samimanço,https://github.com/samimanço,1994-07-13,"8024 Serol Key Suite 621, Özaslanbury, DE 59372"
Rohat,Akçay,"Python, HTML, ASP.NET, Azure",Akçay Demir Ltd. Üniversitesi - Kasiyer (2018-2024),Akçay Aslan A.Ş. - Duvarcı (2023-2023),ozansuyuksel@gmail.com,+90(818)429-3469x186,https://linkedin.com/in/rohatakçay,https://github.com/rohatakçay,2000-08-17,"57182 Vargın Lakes, West Cuheyna, NJ 11300"
Yekbun,Türk,"Docker, C#, C#, React, Flutter, Azure",EnerjiSA Üniversitesi - Dedektif (2018-2023),Kısakürek Ltd. - Çantacı (2019-2025),safakcanseven@durdu.org,+90(417)595-8301x051,https://linkedin.com/in/yekbuntürk,https://github.com/yekbuntürk,1999-02-18,"PSC 5777, Box 3334, APO AP 16031"
Ufukay,Bilge,"Next.js, JavaScript, Docker, Kubernetes, Kubernetes, Linux",Tofaş Üniversitesi - Ornitolog (2018-2025),Akçay Akgündüz Şti. - Pideci (2022-2024),ihsanoglunezihi@durdu.com,(857)252 8675,https://linkedin.com/in/ufukaybilge,https://github.com/ufukaybilge,1985-03-08,"3172 Yüksel Springs, Akifbury, WY 49355"
Abdülkerim,Ergül,"MongoDB, Git, C#, ASP.NET",Şama Tevetoğlu Ltd. Üniversitesi - Sansürcü (2021-2023),Havelsan - Şemsiyeci (2023-2025),eraslanferahdiba@yahoo.com,04760264469,https://linkedin.com/in/abdülkerimergül,https://github.com/abdülkerimergül,1993-01-01,"474 Rojnu Wall, Yılmazshire, PA 39960"
Sedife,İnönü,"React, Python, Flutter",Kısakürek Şti. Üniversitesi - Aile hekimi (2019-2024),Sakarya Sezgin Ltd. - Fizyoterapist (2021-2025),armahan54@hotmail.com,04361750252,https://linkedin.com/in/sedifei̇nönü,https://github.com/sedifei̇nönü,1999-02-18,"5456 Ümmet Wall, Sezerburgh, NY 07267"
Besey,Manço,"MongoDB, SQL, CSS, Flutter",Hayrioğlu Şti. Üniversitesi - Kadın terzisi (2019-2023),Arçelik - Cerrah (2023-2025),dkaradeniz@yahoo.com,0207 169 35 25,https://linkedin.com/in/beseymanço,https://github.com/beseymanço,1997-06-11,"806 Oganer Underpass, East Heva, NV 11758"
Aru,İnönü,"Node.js, Python, Node.js, Kubernetes, MongoDB",Yılmaz Bilir Şti. Üniversitesi - Sağlık teknisyeni (2015-2024),Turkcell - Mumyalayıcı (2022-2024),gakar@eraslan.biz,460 4 802,https://linkedin.com/in/arui̇nönü,https://github.com/arui̇nönü,1996-10-16,"267 Hayrioğlu Ferry, Akgündüzside, ID 40151"
Yalın,Zengin,"React, ASP.NET, Flutter, ASP.NET, Kubernetes",Oyak Renault Üniversitesi - Dümenci (2018-2025),Şişecam - Pencereci (2019-2024),hsezer@ulker.biz,098 8 023,https://linkedin.com/in/yalınzengin,https://github.com/yalınzengin,1995-01-14,"USCGC Mansız, FPO AP 78822"
Asım,Alemdar,"Next.js, Kubernetes, SQL, Python",Türk A.Ş. Üniversitesi - Gözlükçü (2015-2023),Eraslan Sezgin A.Ş. - Depocu (2019-2023),lale48@akdeniz.net,0330 726 12 16,https://linkedin.com/in/asımalemdar,https://github.com/asımalemdar,1996-07-31,"672 Jaruthip Crest Suite 530, Zenginbury, LA 69480"
Vahittin,İnönü,"Linux, Flask, ASP.NET, MongoDB, C#",Seven Yılmaz Şti. Üniversitesi - Elektrik-Elektronik mühendisi (2018-2023),Gülen A.Ş. - Piskopos (2023-2023),kasimertas@gmail.com,+90(414)030-1131x0784,https://linkedin.com/in/vahittini̇nönü,https://github.com/vahittini̇nönü,1984-12-23,"61307 Şafak Wells, South Tolonbaymouth, CO 65587"
Özüdoğru,Akdeniz,"ASP.NET, CSS, Flask",Yorulmaz Zorlu A.Ş. Üniversitesi - Veznedar (2017-2025),Aselsan - Tavukçu (2018-2025),okguclu51@hotmail.com,0684-795 5533,https://linkedin.com/in/özüdoğruakdeniz,https://github.com/özüdoğruakdeniz,1987-11-17,"057 Berran Camp Suite 228, Adlanville, NE 40279"
Deha,İhsanoğlu,"Django, C#, Django",Bilge Yıldırım A.Ş. Üniversitesi - Müze müdürü (2021-2023),İhsanoğlu Akdeniz Şti. - Çevre mühendisi (2021-2024),sevcanyorulmaz@ergul.info,+90(181)7705398,https://linkedin.com/in/dehai̇hsanoğlu,https://github.com/dehai̇hsanoğlu,1997-08-10,"PSC 2823, Box 6522, APO AP 72609"
Seçme,Şafak,"C#, CSS, Git, CSS, Git",Erdoğan Erdoğan Ltd. Üniversitesi - Antika satıcısı (2019-2023),EnerjiSA - Değirmenci (2021-2024),durmusali77@gmail.com,958 5 185,https://linkedin.com/in/seçmeşafak,https://github.com/seçmeşafak,1985-09-08,"0063 Özaslan Neck Apt. 181, Akçayburgh, MN 10444"
İmam,Çamurcuoğlu,"Flutter, Node.js, Kubernetes, Next.js",Masomo Üniversitesi - Ev hanımı (2021-2025),Petrol Ofisi - Simyacı (2023-2024),durmusmusafet@hotmail.com,(013)725 9749,https://linkedin.com/in/i̇mamçamurcuoğlu,https://github.com/i̇mamçamurcuoğlu,2003-04-14,"USNS Şener, FPO AP 02091"
Nurşan,Gül,"Docker, SQL, C#, Linux, Linux",Petkim Üniversitesi - Astronom (2018-2025),ŞOK Marketler - İç mimar (2020-2025),akcayertan@camurcuoglu.info,310 8 679,https://linkedin.com/in/nurşangül,https://github.com/nurşangül,1991-05-04,"1957 Anka Fort Apt. 882, West Ayhan, AK 58693"
Günkurt,Arsoy,"SQL, Flutter, Java, CSS",Arçelik Üniversitesi - Uydu antenci (2018-2024),Duran Çamurcuoğlu A.Ş. - Paketleyici (2020-2024),zenginarpag@akdeniz.com,+90(949)156-0694x024,https://linkedin.com/in/günkurtarsoy,https://github.com/günkurtarsoy,1985-06-14,"264 Öcalan Course, Port Kanpulat, NM 45008"
Bilgütay,Akçay,"Next.js, Git, CSS, Linux, Django, Git",Gül A.Ş. Üniversitesi - Gemici (2022-2025),Korutürk Şti. - Çocuk doktoru (2020-2025),turkmensama@gmail.com,+90 (561) 5251600,https://linkedin.com/in/bilgütayakçay,https://github.com/bilgütayakçay,1990-01-09,"3836 Damlanur Isle Apt. 551, Çamurcuoğlumouth, AR 64773"
Umutcan,İhsanoğlu,"Node.js, HTML, CSS, HTML, Django",Migros Üniversitesi - Piskopos (2022-2025),Migros - Rektör yardımcısı (2021-2025),soyluadila@hotmail.com,0868-142 4572,https://linkedin.com/in/umutcani̇hsanoğlu,https://github.com/umutcani̇hsanoğlu,1996-03-04,"22255 İhsanoğlu Village Apt. 250, Akayton, NY 40776"
Nayil,Şener,"SQL, HTML, Kubernetes, Python, Java, MongoDB",Erdoğan A.Ş. Üniversitesi - Aktris (2020-2023),EnerjiSA - Teknoloji uzmani (2018-2024),onursucorlu@akcay.com,149 5 430,https://linkedin.com/in/nayilşener,https://github.com/nayilşener,2003-02-05,"PSC 2327, Box 9124, APO AA 02967"
Tuğcan,Ülker,"Docker, MongoDB, Next.js",Erdoğan İnönü Şti. Üniversitesi - Haham (2016-2025),EnerjiSA - Laboratuvar işçisi (2019-2025),aytendumanli@arslan.info,+90(432)3578022,https://linkedin.com/in/tuğcanülker,https://github.com/tuğcanülker,2002-03-29,"5161 Mesude Shoals Apt. 278, Port Şevketside, TX 17205"
Bediriye,Akça,"Linux, Flutter, Flask",Çorlu A.Ş. Üniversitesi - Manastır baş rahibesi (2017-2025),Peak Games - Lostracı (2021-2024),merzukarsoy@lc.com,0063 021 62 95,https://linkedin.com/in/bediriyeakça,https://github.com/bediriyeakça,1989-03-17,"522 Mükramin Pass Suite 766, Durmuşville, AK 92793"
Elhan,Soylu,"Azure, MongoDB, C#",LC Waikiki Üniversitesi - Kazıcı (2022-2024),Gül Ltd. - Matbaacı (2020-2023),gulermanco@gmail.com,+90(786)264-3919x0805,https://linkedin.com/in/elhansoylu,https://github.com/elhansoylu,1993-07-15,"1555 Seven Rapid Suite 069, East Baytalside, TX 03196"
Süzer,Demir,"Python, JavaScript, React",Ford Otosan Üniversitesi - Keskin Nişancı (2015-2025),Öcalan Demir Şti. - Arpist (2020-2024),ocalanasir@hotmail.com,+90 (651) 4239553,https://linkedin.com/in/süzerdemir,https://github.com/süzerdemir,1999-11-30,"85931 Efser Falls Apt. 657, Maksüdeborough, NV 93837"
Cuheyna,Aslan,"ASP.NET, Kubernetes, Docker",Masomo Üniversitesi - İstatistikçi (2015-2023),Kısakürek Şti. - Laborant (2020-2024),gulenkefser@hotmail.com,0166 058 85 04,https://linkedin.com/in/cuheynaaslan,https://github.com/cuheynaaslan,1988-05-05,"5698 Emin Junction, Lake Tansesfurt, OH 30524"
